CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
277	44420	Staunton-Waynesboro, VA Metro Area	1	2595263177	10519161	    1002.037	       4.061	 38.160958	 -79.127632                                                                                     
525	44460	Steamboat Springs, CO Micro Area	2	6117602778	15831744	    2362.020	       6.113	 40.483664	-106.987702                                                                                       
221	44580	Sterling, IL Micro Area	2	1772198882	31796423	     684.250	      12.277	 41.750571	 -89.910957                                                                                                
554	44620	Stevens Point, WI Micro Area	2	2074100548	56938133	     800.815	      21.984	 44.476246	 -89.498070                                                                                           
488	44700	Stockton-Lodi, CA Metro Area	1	3606276598	89025932	    1392.391	      34.373	 37.934982	-121.272244                                                                                           
310	44780	Sturgis, MI Micro Area	2	1296553523	52912989	     500.602	      20.430	 41.911488	 -85.522870                                                                                                 
206	44860	Sulphur Springs, TX Micro Area	2	1987018121	66250826	     767.192	      25.580	 33.148959	 -95.565194                                                                                         
470	44900	Summerville, GA Micro Area	2	811512405	570806	     313.327	       0.220	 34.474178	 -85.345289                                                                                                
482	44920	Summit Park, UT Micro Area	2	4844781940	26612504	    1870.581	      10.275	 40.872060	-110.968486                                                                                             
146	44980	Sunbury, PA Micro Area	2	1186219234	50515011	     458.002	      19.504	 40.851524	 -76.709877                                                                                                 
532	45060	Syracuse, NY Metro Area	1	6176908667	1020620363	    2384.918	     394.064	 43.006516	 -76.196134                                                                                              
538	45140	Tahlequah, OK Micro Area	2	1940958254	69624105	     749.408	      26.882	 35.904367	 -94.996796                                                                                               
142	45180	Talladega-Sylacauga, AL Micro Area	2	3594135661	100885786	    1387.704	      38.952	 33.186086	 -86.197757                                                                                    
533	45220	Tallahassee, FL Metro Area	1	6184046488	556610306	    2387.674	     214.908	 30.386428	 -84.280410                                                                                            
522	45380	Taylorville, IL Micro Area	2	1837278858	16221514	     709.377	       6.263	 39.545524	 -89.279593                                                                                             
422	45540	The Villages, FL Metro Area	1	1418393423	83347578	     547.645	      32.181	 28.714310	 -82.074703                                                                                            
122	45580	Thomaston, GA Micro Area	2	837696990	10663279	     323.437	       4.117	 32.881837	 -84.292281                                                                                                
248	45660	Tiffin, OH Micro Area	2	1427146050	4582482	     551.024	       1.769	 41.119992	 -83.127547                                                                                                   
534	45780	Toledo, OH Metro Area	1	3531410501	673671125	    1363.485	     260.106	 41.543997	 -83.690889                                                                                                 
408	45860	Torrington, CT Micro Area	2	2384058126	62393364	     920.490	      24.090	 41.791883	 -73.235404                                                                                              
408	45940	Trenton, NJ Metro Area	1	581097880	11661948	     224.363	       4.503	 40.282503	 -74.703724                                                                                                  
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480606160	41513172	     957.767	      16.028	 39.297508	-120.771343                                                                                    
536	46060	Tucson, AZ Metro Area	1	23794775138	5273054	    9187.214	       2.036	 32.128523	-111.783027                                                                                                  
538	46140	Tulsa, OK Metro Area	1	16238463266	493085088	    6269.706	     190.381	 36.254148	 -96.174976                                                                                                 
540	46340	Tyler, TX Metro Area	1	2386701624	73066275	     921.511	      28.211	 32.375106	 -95.268743                                                                                                   
362	46460	Union City, TN-KY Micro Area	2	1944521609	91518983	     750.784	      35.336	 36.408823	 -89.162683                                                                                           
212	46500	Urbana, OH Micro Area	2	1109623490	3639845	     428.428	       1.405	 40.132759	 -83.767542                                                                                                   
488	46700	Vallejo-Fairfield, CA Metro Area	1	2128380148	218647027	     821.772	      84.420	 38.267226	-121.939594                                                                                      
194	46740	Valley, AL Micro Area	2	1545009121	17048126	     596.531	       6.582	 32.915504	 -85.394032                                                                                                  
338	46780	Van Wert, OH Micro Area	2	1059698927	3281853	     409.152	       1.267	 40.855520	 -84.585775                                                                                                 
512	46820	Vermillion, SD Micro Area	2	1067562649	13071014	     412.188	       5.047	 42.916150	 -96.980468                                                                                              
298	46980	Vicksburg, MS Micro Area	2	2786645442	113512128	    1075.930	      43.827	 32.181760	 -90.876125                                                                                              
544	47020	Victoria, TX Metro Area	1	4491343500	36475960	    1734.117	      14.083	 28.731455	 -97.196993                                                                                                
428	47220	Vineland-Bridgeton, NJ Metro Area	1	1252327405	503300501	     483.526	     194.325	 39.328434	 -75.121628                                                                                     
545	47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	1	6948562550	3237680821	    2682.855	    1250.076	 36.856081	 -76.373791                                                                
546	47300	Visalia-Porterville, CA Metro Area	1	12495016292	37081410	    4824.353	      14.317	 36.228824	-118.781061                                                                                    
244	47420	Wahpeton, ND-MN Micro Area	2	5663688401	25518466	    2186.762	       9.853	 46.293950	 -96.790701                                                                                             
338	47540	Wapakoneta, OH Micro Area	2	1039599278	1345186	     401.392	       0.519	 40.561309	 -84.224018                                                                                               
356	47580	Warner Robins, GA Metro Area	1	2006924099	19555474	     774.878	       7.550	 32.401594	 -83.635095                                                                                           
312	47660	Warrensburg, MO Micro Area	2	2147833553	10122996	     829.283	       3.909	 38.741528	 -93.811863                                                                                             
274	47820	Washington, NC Micro Area	2	2154915918	338848867	     832.018	     130.830	 35.482313	 -76.842014                                                                                             
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	16178790312	1123357368	    6246.666	     433.731	 38.816928	 -77.448228                                                             
198	47920	Washington Court House, OH Micro Area	2	1052470875	1693045	     406.361	       0.654	 39.555274	 -83.461953                                                                                   
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441229971	68096645	     556.462	      26.292	 43.013804	 -88.773985                                                                                 
554	48140	Wausau, WI Metro Area	1	4001539250	81145909	    1545.003	      31.331	 44.898036	 -89.757823                                                                                                  
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502240251	29714228	     580.018	      11.473	 40.388914	 -80.701966                                                                                 
200	48500	West Point, MS Micro Area	2	1062066012	15393112	     410.066	       5.943	 33.661733	 -88.783326                                                                                              
376	48580	Whitewater-Elkhorn, WI Micro Area	2	1438106019	55247228	     555.256	      21.331	 42.668110	 -88.541731                                                                                      
556	48620	Wichita, KS Metro Area	1	12981338789	92879229	    5012.123	      35.861	 37.629831	 -97.398832                                                                                                
558	48700	Williamsport, PA Metro Area	1	3182060988	39457017	    1228.601	      15.234	 41.343620	 -77.055225                                                                                            
178	48940	Wilmington, OH Micro Area	2	1058487159	9351754	     408.684	       3.611	 39.429004	 -83.795048                                                                                               
468	48980	Wilson, NC Micro Area	2	952010946	14334531	     367.573	       5.535	 35.700357	 -77.921598                                                                                                   
548	49020	Winchester, VA-WV Metro Area	1	2753491815	16169438	    1063.129	       6.243	 39.272974	 -78.471828                                                                                           
268	49180	Winston-Salem, NC Metro Area	1	5202187731	81525427	    2008.576	      31.477	 36.078852	 -80.345064                                                                                           
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053716150	42292545	     792.944	      16.329	 44.461413	 -90.038825                                                                             
148	49340	Worcester, MA-CT Metro Area	1	5240875056	199208610	    2023.513	      76.915	 42.217311	 -71.925535                                                                                           
276	49620	York-Hanover, PA Metro Area	1	2341883204	16941833	     904.206	       6.541	 39.921751	 -76.728889                                                                                            
566	49660	Youngstown-Warren-Boardman, OH-PA Metro Area	1	4409156953	108718491	    1702.385	      41.976	 41.236302	 -80.561868                                                                          
472	49700	Yuba City, CA Metro Area	1	3197227147	46725588	    1234.456	      18.041	 39.160969	-121.511833                                                                                               
198	49780	Zanesville, OH Micro Area	2	1721328761	20656658	     664.609	       7.976	 39.966046	 -81.943506                                                                                              
	19000	Cullowhee, NC Micro Area	2	1271376787	9779083	     490.881	       3.776	 35.279929	 -83.122478                                                                                                   
	45000	Susanville, CA Micro Area	2	11761603010	463438616	    4541.181	     178.935	 40.721086	-120.629952                                                                                               
	11020	Altoona, PA Metro Area	1	1361815247	3285511	     525.800	       1.269	 40.497922	 -78.310636                                                                                                     
	17020	Chico, CA Metro Area	1	4238423343	105325812	    1636.464	      40.667	 39.665959	-121.601919                                                                                                     
	26020	Hobbs, NM Micro Area	2	11373742011	8469170	    4391.427	       3.270	 32.795687	-103.413271                                                                                                      
	27020	Iron Mountain, MI-WI Micro Area	2	3236251255	64644693	    1249.524	      24.959	 45.947703	 -88.080959                                                                                           
	30020	Lawton, OK Metro Area	1	4408014172	61426399	    1701.944	      23.717	 34.529110	 -98.430917                                                                                                     
	35020	Natchez, MS-LA Micro Area	2	3002636542	195603635	    1159.324	      75.523	 31.481833	 -91.525331                                                                                                
	42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	1	8548640337	815490673	    3300.649	     314.863	 35.385224	-120.447544                                                                 
	44020	Spirit Lake, IA Micro Area	2	985764405	60490791	     380.606	      23.356	 43.389611	 -95.196057                                                                                                 
	45020	Sweetwater, TX Micro Area	2	2362061739	5052158	     911.997	       1.951	 32.312338	-100.418108                                                                                                  
	11060	Altus, OK Micro Area	2	2078855933	4114419	     802.651	       1.589	 34.593949	 -99.412210                                                                                                       
	15060	Brookings, OR Micro Area	2	4217640656	934462436	    1628.440	     360.798	 42.466439	-124.210929                                                                                                 
	19060	Cumberland, MD-WV Metro Area	1	1947744668	18443633	     752.028	       7.121	 39.532185	 -78.807082                                                                                              
	16060	Carbondale-Marion, IL Metro Area	1	2600987408	110033584	    1004.247	      42.484	 37.757331	 -89.193181                                                                                         
	20060	Douglas, GA Micro Area	2	1490402085	70454813	     575.447	      27.203	 31.549245	 -82.844938                                                                                                    
	25060	Gulfport-Biloxi-Pascagoula, MS Metro Area	1	4586190422	2098199924	    1770.738	     810.120	 30.430245	 -88.979736                                                                               
	28060	Kalispell, MT Micro Area	2	13175875606	437083869	    5087.234	     168.759	 48.314575	-114.054533                                                                                                
	30060	Lebanon, MO Micro Area	2	1980627554	8515352	     764.725	       3.288	 37.659688	 -92.594840                                                                                                     
	35060	Natchitoches, LA Micro Area	2	3243341073	121033890	    1252.261	      46.731	 31.732551	 -93.082611                                                                                              
	37060	Oxford, MS Micro Area	2	1636141755	123052156	     631.718	      47.511	 34.349298	 -89.485903                                                                                                    
	38060	Phoenix-Mesa-Scottsdale, AZ Metro Area	1	37723279086	86710067	   14565.040	      33.479	 33.185765	-112.067862                                                                                   
	39060	Pottsville, PA Micro Area	2	2016645897	10834897	     778.631	       4.183	 40.703682	 -76.217788                                                                                                 
	40060	Richmond, VA Metro Area	1	11852491258	327650564	    4576.273	     126.507	 37.463462	 -77.475177                                                                                                 
	48060	Watertown-Fort Drum, NY Metro Area	1	3285912844	1524622410	    1268.698	     588.660	 43.996389	 -76.052968                                                                                      
	47080	Vidalia, GA Micro Area	2	1563141027	31477093	     603.532	      12.153	 32.154239	 -82.411382                                                                                                    
	49080	Winnemucca, NV Micro Area	2	24969533278	44196979	    9640.791	      17.065	 41.407914	-118.127591                                                                                                
	10100	Aberdeen, SD Micro Area	2	7352949530	111439351	    2838.990	      43.027	 45.522221	 -98.704155                                                                                                  
	15100	Brookings, SD Micro Area	2	2051807236	32967600	     792.207	      12.729	 44.376675	 -96.797797                                                                                                  
	16100	Carlsbad-Artesia, NM Micro Area	2	10816737062	56443962	    4176.366	      21.793	 32.457835	-104.306434                                                                                          
	18100	Columbus, NE Micro Area	2	1745758247	27319783	     674.041	      10.548	 41.576866	 -97.513467                                                                                                   
	25100	Guymon, OK Micro Area	2	5286926132	19215617	    2041.294	       7.419	 36.746317	-101.483855                                                                                                     
	27100	Jackson, MI Metro Area	1	1817308326	56538564	     701.667	      21.830	 42.248474	 -84.420868                                                                                                    
	29100	La Crosse-Onalaska, WI-MN Metro Area	1	2599815191	116650677	    1003.794	      45.039	 43.783246	 -91.318743                                                                                     
	32100	Marquette, MI Micro Area	2	4683963838	4185358819	    1808.489	    1615.976	 46.656596	 -87.584028                                                                                                
	36100	Ocala, FL Metro Area	1	4112982359	193293405	    1588.031	      74.631	 29.202805	 -82.043100                                                                                                     
	43100	Sheboygan, WI Metro Area	1	1324200978	1968298008	     511.277	     759.964	 43.745972	 -87.731986                                                                                                
	41100	St. George, UT Metro Area	1	6285757441	9061296	    2426.945	       3.499	 37.262531	-113.487800                                                                                                  
	46100	Tullahoma-Manchester, TN Micro Area	2	2881800723	72655722	    1112.670	      28.053	 35.303085	 -86.111905                                                                                       
	49100	Winona, MN Micro Area	2	1621568469	40121648	     626.091	      15.491	 43.982268	 -91.776708                                                                                                     
	48100	Wauchula, FL Micro Area	2	1651867900	1439673	     637.790	       0.556	 27.492846	 -81.821580                                                                                                    
	21120	Elk City, OK Micro Area	2	2335665265	5527154	     901.805	       2.134	 35.270601	 -99.690057                                                                                                    
	10140	Aberdeen, WA Micro Area	2	4924343587	834767915	    1901.300	     322.306	 47.113999	-123.826655                                                                                                  
	11140	Americus, GA Micro Area	2	1682455779	28172498	     649.600	      10.877	 32.098356	 -84.224303                                                                                                   
	14140	Bluefield, WV-VA Micro Area	2	2428923052	7345332	     937.812	       2.836	 37.248463	 -81.359375                                                                                                
	13140	Beaumont-Port Arthur, TX Metro Area	1	7858940492	764325868	    3034.354	     295.108	 30.347833	 -94.120371                                                                                      
	16140	Carroll, IA Micro Area	2	1474835092	2145349	     569.437	       0.828	 42.039492	 -94.867647                                                                                                     
	20140	Dublin, GA Micro Area	2	2875695899	38204475	    1110.312	      14.751	 32.530372	 -82.856653                                                                                                     
	22140	Farmington, NM Metro Area	1	14279020830	65437427	    5513.161	      25.266	 36.511624	-108.324578                                                                                                
	24140	Goldsboro, NC Metro Area	1	1434618746	9874705	     553.909	       3.813	 35.354190	 -78.008670                                                                                                   
	26140	Homosassa Springs, FL Metro Area	1	1507099402	495590953	     581.894	     191.349	 28.843640	 -82.524810                                                                                         
	32140	Marshall, MN Micro Area	2	1850712587	18397339	     714.564	       7.103	 44.409195	 -95.847268                                                                                                   
	39140	Prescott, AZ Metro Area	1	21039796334	11501575	    8123.511	       4.441	 34.631212	-112.577385                                                                                                  
	27160	Jackson, OH Micro Area	2	1088581966	3184785	     420.304	       1.230	 39.013477	 -82.614142                                                                                                     
	10180	Abilene, TX Metro Area	1	7105577371	36847363	    2743.479	      14.227	 32.452022	 -99.718743                                                                                                    
	14180	Blytheville, AR Micro Area	2	2332480068	49826367	     900.576	      19.238	 35.766943	 -90.052209                                                                                                
	19180	Danville, IL Metro Area	1	2326763524	7534491	     898.368	       2.909	 40.186754	 -87.726778                                                                                                    
	21180	Elkins, WV Micro Area	2	2692810850	667359	    1039.700	       0.258	 38.781095	 -79.867788                                                                                                       
	28180	Kapaa, HI Micro Area	2	1605492336	1674244223	     619.884	     646.429	 22.012038	-159.705965                                                                                                    
	32180	Marshall, MO Micro Area	2	1956716996	29587339	     755.493	      11.424	 39.135840	 -93.204164                                                                                                   
	33180	Middlesborough, KY Micro Area	2	929806778	5480741	     359.000	       2.116	 36.722680	 -83.681046                                                                                               
	38180	Pierre, SD Micro Area	2	8269309232	506022629	    3192.798	     195.376	 44.498505	-100.370545                                                                                                    
	40180	Riverton, WY Micro Area	2	23786031608	212125873	    9183.839	      81.902	 43.054831	-108.608935                                                                                                 
	46180	Tupelo, MS Micro Area	2	3834436435	36678576	    1480.484	      14.162	 34.268271	 -88.682907                                                                                                     
	47180	Vincennes, IN Micro Area	2	1336508529	20760770	     516.029	       8.016	 38.688391	 -87.420354                                                                                                  
	48180	Waycross, GA Micro Area	2	3193623389	47013715	    1233.065	      18.152	 31.133114	 -82.368650                                                                                                   
	17200	Claremont-Lebanon, NH-VT Micro Area	2	10107943135	175756967	    3902.699	      67.860	 43.785741	 -72.159125                                                                                     
	25200	Hailey, ID Micro Area	2	12725329409	67811642	    4913.277	      26.182	 43.325486	-114.197340                                                                                                    
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7084000598	2729814515	    2735.148	    1053.987	 34.537057	-120.039973                                                                                
	10220	Ada, OK Micro Area	2	1865885741	12421415	     720.423	       4.796	 34.721445	 -96.691970                                                                                                        
	13220	Beckley, WV Metro Area	1	3281358619	27855436	    1266.940	      10.755	 37.905556	 -81.163907                                                                                                    
	15220	Brownwood, TX Micro Area	2	2446081828	32417771	     944.438	      12.517	 31.764103	 -98.998470                                                                                                  
	16220	Casper, WY Metro Area	1	13831831163	91066465	    5340.500	      35.161	 42.973602	-106.765070                                                                                                    
	17220	Clarksburg, WV Micro Area	2	2353000502	10811595	     908.499	       4.174	 39.288350	 -80.431530                                                                                                 
	20220	Dubuque, IA Metro Area	1	1575488093	21138791	     608.299	       8.162	 42.463481	 -90.878771                                                                                                    
	19220	Danville, KY Micro Area	2	1329044634	15775952	     513.147	       6.091	 37.507848	 -84.735684                                                                                                   
	21220	Elko, NV Micro Area	2	55283025877	96819143	   21344.897	      37.382	 40.906086	-115.554577                                                                                                      
	22220	Fayetteville-Springdale-Rogers, AR-MO Metro Area	1	8192730604	129099378	    3163.231	      49.846	 36.197633	 -94.119897                                                                         
	24220	Grand Forks, ND-MN Metro Area	1	8825263965	77268080	    3407.454	      29.833	 47.835929	 -96.842681                                                                                             
	26220	Hood River, OR Micro Area	2	1352203447	29040461	     522.089	      11.213	 45.511775	-121.655976                                                                                                 
	27220	Jackson, WY-ID Micro Area	2	11512806453	573739762	    4445.120	     221.522	 44.048663	-110.426070                                                                                               
	31220	Ludington, MI Micro Area	2	1282237606	1935672193	     495.075	     747.367	 43.996636	 -86.750814                                                                                                
	34220	Moultrie, GA Micro Area	2	1416686381	25002138	     546.986	       9.653	 31.189758	 -83.769741                                                                                                   
	39220	Price, UT Micro Area	2	3831067811	15844443	    1479.184	       6.118	 39.673284	-110.588484                                                                                                      
	40220	Roanoke, VA Metro Area	1	4839992441	72598010	    1868.732	      28.030	 37.286226	 -79.946935                                                                                                    
	46220	Tuscaloosa, AL Metro Area	1	7373826590	131643546	    2847.050	      50.828	 33.160611	 -87.715166                                                                                                
	48220	Weatherford, OK Micro Area	2	2561032754	34321688	     988.820	      13.252	 35.645601	 -98.997386                                                                                                
	23240	Fredericksburg, TX Micro Area	2	2740756112	8982900	    1058.212	       3.468	 30.325088	 -98.941851                                                                                              
	38240	Pinehurst-Southern Pines, NC Micro Area	2	1806961889	20736340	     697.672	       8.006	 35.308272	 -79.492725                                                                                   
	47240	Vineyard Haven, MA Micro Area	2	267455938	1004128585	     103.265	     387.696	 41.380970	 -70.701499                                                                                            
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9015004607	262744092	    3480.713	     101.446	 33.460371	 -81.982833                                                                                
	11260	Anchorage, AK Metro Area	1	68154362535	2345698724	   26314.548	     905.679	 62.212784	-149.678222                                                                                               
	15260	Brunswick, GA Metro Area	1	3332040694	828371391	    1286.508	     319.836	 31.301752	 -81.588876                                                                                                 
	18260	Cookeville, TN Micro Area	2	2960951084	35466938	    1143.230	      13.694	 36.277251	 -85.468501                                                                                                 
	16260	Cedar City, UT Micro Area	2	8537474431	11390956	    3296.337	       4.398	 37.909304	-113.306740                                                                                                 
	17260	Clarksdale, MS Micro Area	2	1431035290	79322563	     552.526	      30.627	 34.228670	 -90.603165                                                                                                 
	19260	Danville, VA Micro Area	2	2620459559	26388377	    1011.765	      10.189	 36.811853	 -79.400122                                                                                                   
	20260	Duluth, MN-WI Metro Area	1	21789629257	2075740628	    8413.023	     801.448	 47.329701	 -92.376259                                                                                               
	21260	Ellensburg, WA Micro Area	2	5949981163	92431795	    2297.301	      35.688	 47.124444	-120.676714                                                                                                 
	22260	Fergus Falls, MN Micro Area	2	5107557096	653980190	    1972.039	     252.503	 46.405725	 -95.714578                                                                                              
	24260	Grand Island, NE Metro Area	1	5551274904	67070880	    2143.359	      25.896	 41.038567	 -98.272835                                                                                               
	26260	Hope, AR Micro Area	2	3484458407	42629238	    1345.357	      16.459	 33.700708	 -93.499761                                                                                                       
	28260	Kearney, NE Micro Area	2	3844421276	19189239	    1484.339	       7.409	 40.739145	 -99.031556                                                                                                    
	31260	Lufkin, TX Micro Area	2	2066240089	173339579	     797.780	      66.927	 31.251951	 -94.611056                                                                                                    
	29260	La Grande, OR Micro Area	2	5275597063	4989941	    2036.920	       1.927	 45.304081	-117.999149                                                                                                   
	32260	Marshalltown, IA Micro Area	2	1482776070	1803080	     572.503	       0.696	 42.041691	 -92.981452                                                                                                
	34260	Mountain Home, AR Micro Area	2	1435588023	84022332	     554.284	      32.441	 36.280710	 -92.330438                                                                                              
	38260	Pittsburg, KS Micro Area	2	1527463438	13609426	     589.757	       5.255	 37.505820	 -94.853897                                                                                                  
	44260	Starkville, MS Micro Area	2	1186750731	9649656	     458.207	       3.726	 33.422313	 -88.876151                                                                                                  
	43260	Sheridan, WY Micro Area	2	6535475148	7986323	    2523.361	       3.084	 44.781369	-106.881211                                                                                                    
	41260	St. Marys, PA Micro Area	2	2142856032	12818644	     827.361	       4.949	 41.427334	 -78.653938                                                                                                  
	49260	Woodward, OK Micro Area	2	3217798450	9693376	    1242.399	       3.743	 36.425619	 -99.273661                                                                                                    
	12300	Augusta-Waterville, ME Micro Area	2	2246806176	216724439	     867.497	      83.678	 44.417012	 -69.765764                                                                                        
	13300	Beeville, TX Micro Area	2	2279809512	246409	     880.239	       0.095	 28.416077	 -97.742586                                                                                                     
	18300	Coos Bay, OR Micro Area	2	4133580446	544862331	    1595.984	     210.373	 43.185910	-124.094133                                                                                                  
	17300	Clarksville, TN-KY Metro Area	1	4398073859	132335357	    1698.106	      51.095	 36.749207	 -87.558283                                                                                            
	20300	Dumas, TX Micro Area	2	2330188757	25718180	     899.691	       9.930	 35.835676	-101.890502                                                                                                      
	24300	Grand Junction, CO Metro Area	1	8621911414	31428362	    3328.939	      12.135	 39.019421	-108.461893                                                                                             
	28300	Keene, NH Micro Area	2	1830338973	57617298	     706.698	      22.246	 42.925455	 -72.248217                                                                                                      
	30300	Lewiston, ID-WA Metro Area	1	3844502227	32632492	    1484.371	      12.599	 46.251696	-116.925017                                                                                                
	33300	Milledgeville, GA Micro Area	2	1889880383	42487922	     729.687	      16.405	 33.198527	 -83.091149                                                                                              
	32300	Martinsville, VA Micro Area	2	1018649318	5415311	     393.303	       2.091	 36.682647	 -79.873944                                                                                                
	36300	Ogdensburg-Massena, NY Micro Area	2	6939259168	367916370	    2679.263	     142.053	 44.488112	 -75.074311                                                                                        
	37300	Palestine, TX Micro Area	2	2752129268	39880658	    1062.603	      15.398	 31.841261	 -95.661726                                                                                                  
	42300	Sault Ste. Marie, MI Micro Area	2	4036315424	2952479423	    1558.430	    1139.959	 46.321819	 -84.520630                                                                                         
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6512723734	2115378596	    2514.577	     816.752	 28.125907	 -82.465286                                                                          
	46300	Twin Falls, ID Micro Area	2	6524081879	31092937	    2518.962	      12.005	 42.440397	-114.568729                                                                                                 
	49300	Wooster, OH Micro Area	2	1437257217	4885102	     554.928	       1.886	 40.829661	 -81.887194                                                                                                     
	48300	Wenatchee, WA Metro Area	1	12277685409	266127047	    4740.441	     102.752	 47.821128	-120.267544                                                                                                
	43320	Show Low, AZ Micro Area	2	25770094276	24078111	    9949.889	       9.297	 35.390785	-110.321025                                                                                                  
	24330	Grand Rapids, MN Micro Area	2	6908157284	675007069	    2667.255	     260.622	 47.490817	 -93.611102                                                                                              
	17340	Clearlake, CA Micro Area	2	3254288286	188912510	    1256.488	      72.940	 39.094802	-122.746757                                                                                                 
	20340	Duncan, OK Micro Area	2	2253930695	54690951	     870.248	      21.116	 34.481361	 -97.855607                                                                                                     
	22340	Fitzgerald, GA Micro Area	2	647809457	9807028	     250.121	       3.787	 31.740775	 -83.147190                                                                                                   
	26340	Houghton, MI Micro Area	2	4012397250	15329028212	    1549.195	    5918.571	 47.681974	 -88.148797                                                                                                
	27340	Jacksonville, NC Metro Area	1	1973721561	370718798	     762.058	     143.135	 34.763109	 -77.499469                                                                                              
	31340	Lynchburg, VA Metro Area	1	5491607509	68380112	    2120.322	      26.402	 37.364926	 -79.216689                                                                                                  
	32340	Maryville, MO Micro Area	2	2271326596	2361588	     876.964	       0.912	 40.361136	 -94.883146                                                                                                   
	36340	Oil City, PA Micro Area	2	1746388722	22148538	     674.284	       8.552	 41.401980	 -79.754418                                                                                                   
	37340	Palm Bay-Melbourne-Titusville, FL Metro Area	1	2629853328	1402820790	    1015.392	     541.632	 28.298304	 -80.700331                                                                            
	38340	Pittsfield, MA Metro Area	1	2400678867	50642922	     926.907	      19.553	 42.375314	 -73.213948                                                                                                 
	43340	Shreveport-Bossier City, LA Metro Area	1	8257698073	324107729	    3188.315	     125.139	 32.490638	 -93.671191                                                                                   
	45340	Taos, NM Micro Area	2	5704119092	3383126	    2202.373	       1.306	 36.576529	-105.637986                                                                                                        
	47340	Wabash, IN Micro Area	2	1068206218	22115988	     412.437	       8.539	 40.843747	 -85.795192                                                                                                     
	11380	Andrews, TX Micro Area	2	3886850342	957039	    1500.721	       0.370	 32.312258	-102.640206                                                                                                      
	10380	Aguadilla-Isabela, PR Metro Area	1	1222490239	358946565	     472.006	     138.590	 18.356965	 -67.007895                                                                                         
	14380	Boone, NC Micro Area	2	809160508	2332416	     312.419	       0.901	 36.235372	 -81.709923                                                                                                        
	13380	Bellingham, WA Metro Area	1	5459395531	1028184731	    2107.884	     396.984	 48.842653	-121.836432                                                                                               
	18380	Cordele, GA Micro Area	2	706002618	21657691	     272.589	       8.362	 31.915149	 -83.753531                                                                                                     
	21380	Emporia, KS Micro Area	2	2194958186	20561715	     847.478	       7.939	 38.455498	 -96.161589                                                                                                    
	22380	Flagstaff, AZ Metro Area	1	48222118167	110085802	   18618.665	      42.504	 35.829692	-111.773728                                                                                                
	23380	Fremont, OH Micro Area	2	1057906596	23958604	     408.460	       9.250	 41.355291	 -83.142735                                                                                                    
	26380	Houma-Thibodaux, LA Metro Area	1	5957208457	3239751820	    2300.091	    1250.875	 29.334130	 -90.843674                                                                                          
	28380	Kennett, MO Micro Area	2	1401369327	15831055	     541.072	       6.112	 36.153025	 -90.062254                                                                                                    
	30380	Lewistown, PA Micro Area	2	1064602238	9507398	     411.045	       3.671	 40.601607	 -77.651938                                                                                                   
	31380	Macomb, IL Micro Area	2	1526558088	2012555	     589.407	       0.777	 40.455808	 -90.678954                                                                                                      
	32380	Mason City, IA Micro Area	2	2508196658	22377392	     968.420	       8.640	 43.213732	 -93.274339                                                                                                 
	38380	Plainview, TX Micro Area	2	2602115387	246678	    1004.682	       0.095	 34.068436	-101.822888                                                                                                    
	42380	Sayre, PA Micro Area	2	2971750814	35275587	    1147.399	      13.620	 41.791495	 -76.502124                                                                                                      
	46380	Ukiah, CA Micro Area	2	9081421729	962951511	    3506.357	     371.798	 39.432388	-123.442881                                                                                                     
	47380	Waco, TX Metro Area	1	4668697168	81527160	    1802.594	      31.478	 31.427226	 -97.093473                                                                                                       
	49380	Worthington, MN Micro Area	2	1852113586	19287319	     715.105	       7.447	 43.677686	 -95.763132                                                                                                
	12420	Austin-Round Rock, TX Metro Area	1	10933669741	151694217	    4221.514	      58.569	 30.239513	 -97.691270                                                                                        
	13420	Bemidji, MN Micro Area	2	6487127468	1426314757	    2504.694	     550.703	 47.879508	 -95.005050                                                                                                  
